customer_id,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,support_calls,churn
CUST-00039,0,1,0,26,0,0,1,0,1,0,1,1,1,1,0,0,84.73,2188.12,0,0
CUST-00040,0,0,0,68,1,0,2,0,0,0,0,1,1,2,1,3,119.04,7946.76,1,0
CUST-00041,0,0,0,62,1,1,2,1,0,1,1,0,0,0,0,0,147.19,9226.91,2,0
CUST-00042,0,0,0,8,1,0,1,0,0,0,0,0,1,0,0,2,79.92,608.27,3,0
CUST-00043,0,0,0,65,1,1,1,1,0,1,1,0,1,0,1,2,104.88,7010.01,0,0
CUST-00044,0,0,0,69,1,0,2,0,0,0,0,0,0,1,1,0,105.82,7625.77,1,0
CUST-00045,0,1,0,55,1,1,1,1,1,1,0,0,1,0,0,3,107.1,6091.33,1,0
CUST-00046,0,0,0,20,1,1,1,0,0,1,1,0,1,0,1,1,105.56,2185.78,0,0
CUST-00047,0,1,0,49,0,0,2,1,0,1,0,0,1,1,1,0,133.15,6829.31,1,0
CUST-00048,0,0,1,63,1,0,2,0,0,1,0,1,1,0,0,1,131.45,8103.31,4,0
CUST-00049,0,1,1,59,0,0,2,0,0,0,0,0,1,0,1,2,93.13,5470.23,1,0
CUST-00050,0,0,0,32,1,0,1,0,0,1,0,0,0,0,0,0,78.34,2470.35,1,0
CUST-00051,0,0,0,51,1,0,2,0,1,0,0,1,0,0,0,0,109.59,5609.46,2,0
CUST-00052,0,1,0,28,1,1,2,1,0,0,1,0,0,0,1,1,132.37,3846.95,4,0
CUST-00053,0,0,0,19,1,1,2,0,1,0,0,0,1,0,0,2,141.01,2674.38,3,0
CUST-00054,0,1,1,49,1,1,2,0,1,1,0,0,0,0,1,0,152.7,7491.78,1,0
CUST-00055,0,0,0,34,1,0,2,0,0,0,0,0,0,0,1,1,113.99,4034.42,1,0
CUST-00056,0,1,0,17,1,0,0,0,0,0,0,0,0,2,0,0,34.47,586.09,0,1
CUST-00057,0,1,0,48,1,1,1,0,0,1,0,1,1,2,0,0,107.58,4915.7,0,0
CUST-00058,0,1,1,24,1,0,2,1,1,0,1,1,1,0,1,2,130.66,3235.31,6,0
CUST-00059,0,0,1,43,1,0,2,1,1,1,0,1,0,1,0,0,134.69,5747.02,3,0
CUST-00060,0,0,1,27,1,0,2,0,0,1,1,0,1,0,0,0,128.41,3544.39,2,0
CUST-00061,0,0,0,64,1,1,1,1,0,0,0,0,1,2,1,0,97.93,6425.85,1,0
CUST-00062,0,0,1,62,1,0,2,1,1,1,1,1,0,2,1,2,158.58,9665.04,1,0
CUST-00063,0,0,0,35,1,1,2,1,0,1,0,0,0,1,1,1,128.03,4666.5,2,0
CUST-00064,0,1,0,52,0,0,1,1,0,1,1,0,0,1,0,1,73.68,3905.18,0,0
CUST-00065,0,0,1,13,1,1,2,1,1,1,1,1,0,0,1,2,178.0,2238.83,2,1
CUST-00066,0,1,0,72,1,1,2,0,1,0,0,0,0,0,1,2,123.84,8540.72,5,0
CUST-00067,0,0,1,16,1,1,1,0,1,0,1,0,0,0,1,0,100.86,1562.58,1,1
CUST-00068,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,36.81,2340.62,2,0
CUST-00069,0,0,0,61,1,0,1,0,1,0,0,0,0,1,1,0,86.0,5065.6,1,0
CUST-00070,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,3,42.28,546.49,2,0
CUST-00071,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,109.53,106.27,3,1
CUST-00072,1,0,0,54,1,0,2,0,0,1,0,0,0,1,1,0,106.36,5468.85,3,0
CUST-00073,0,0,1,63,0,0,2,0,1,1,0,1,0,2,1,1,113.17,7060.31,3,0
CUST-00074,0,1,0,52,1,0,2,1,1,1,1,0,0,1,0,1,136.34,6903.02,1,0
CUST-00075,0,0,1,5,1,1,2,1,1,1,1,0,0,0,0,3,177.05,880.11,2,0
CUST-00076,0,0,0,47,1,1,1,1,0,0,0,1,0,2,1,1,73.35,3462.61,0,0
CUST-00077,0,0,0,29,1,1,1,0,0,1,0,0,1,0,0,0,87.5,2515.62,1,0
CUST-00078,0,0,1,66,1,1,1,0,0,0,0,0,1,1,1,2,90.41,5875.81,2,0
CUST-00079,0,1,1,58,1,0,1,0,1,1,1,1,0,0,0,2,109.57,6273.28,0,0
CUST-00080,0,0,0,58,1,0,0,0,0,0,0,0,0,0,1,3,47.37,2642.16,0,1
CUST-00081,0,1,0,30,1,0,2,1,1,1,0,0,0,2,0,2,136.97,4147.88,2,0
CUST-00082,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,18.0,419.7,2,0
CUST-00083,0,0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,31.34,1862.72,1,0
CUST-00084,0,1,0,9,1,0,1,0,0,0,0,1,0,0,1,3,72.02,659.82,1,1
CUST-00085,0,0,1,8,1,1,2,1,0,1,1,0,1,2,1,2,160.14,1299.67,2,0
CUST-00086,0,1,0,5,1,0,1,0,0,0,0,0,1,2,0,0,77.86,407.65,1,0
CUST-00087,0,0,1,37,1,1,2,0,1,1,0,0,1,0,1,1,135.4,5126.63,4,1
CUST-00088,0,1,0,6,1,1,1,1,1,0,1,0,0,1,1,1,120.21,698.24,2,1
CUST-00089,0,0,0,42,1,0,1,0,1,0,0,1,1,0,1,0,84.81,3390.11,3,1
CUST-00090,0,0,0,13,1,1,0,0,0,0,0,0,0,1,1,2,46.24,573.39,2,0
CUST-00091,0,1,0,65,1,0,0,0,0,0,0,0,0,0,1,2,40.69,2514.28,2,0
CUST-00092,0,0,0,32,1,0,1,1,0,1,0,1,0,0,1,0,83.89,2756.13,2,0
CUST-00093,0,0,0,7,1,1,1,1,0,1,0,0,1,1,0,3,91.82,643.98,1,0
CUST-00094,0,1,1,50,0,0,2,1,0,0,0,1,1,2,1,3,117.28,5853.27,3,0
CUST-00095,0,1,0,25,1,1,0,0,0,0,0,0,0,0,1,0,49.96,1261.42,3,1
CUST-00096,0,1,0,19,1,1,1,0,1,0,0,0,1,0,1,1,95.06,1749.04,1,1
CUST-00097,0,1,1,48,1,1,0,0,0,0,0,0,0,2,0,3,61.65,2883.82,0,0
CUST-00098,0,1,0,69,1,0,2,1,1,1,0,0,0,0,1,1,123.74,8933.54,2,0
CUST-00099,1,1,0,71,0,0,1,0,0,1,1,0,0,0,0,3,70.06,4792.46,1,0
CUST-00100,1,1,1,32,1,0,2,0,0,0,0,0,1,0,0,0,99.7,3059.33,2,1
CUST-00101,0,0,1,62,1,0,2,0,0,1,0,0,0,0,0,2,116.02,7454.18,1,0
CUST-00102,0,0,1,16,1,0,1,1,1,1,0,1,1,0,1,2,103.89,1734.82,2,1
CUST-00103,1,1,1,61,1,0,0,0,0,0,0,0,0,0,0,1,45.53,2646.99,1,0
CUST-00104,0,1,0,68,0,0,2,0,0,0,0,0,1,0,1,2,106.44,7419.85,7,0
CUST-00105,0,0,0,38,1,0,2,1,0,1,1,0,0,0,1,0,146.8,5532.99,3,1
CUST-00106,0,0,0,38,1,0,2,0,0,0,0,0,0,2,1,0,104.53,3858.35,3,0
CUST-00107,0,0,1,41,0,0,1,0,0,0,0,1,0,0,0,0,59.15,2316.65,1,0
CUST-00108,0,0,1,6,1,0,1,1,0,0,0,0,0,1,1,0,70.26,414.11,2,0
CUST-00109,1,1,0,62,1,0,1,0,0,0,0,1,1,0,1,0,91.99,5857.33,2,0
CUST-00110,0,0,0,54,1,0,1,1,1,1,0,0,0,0,0,1,86.09,4803.88,2,0
CUST-00111,0,1,0,63,1,0,2,1,0,1,1,1,0,0,1,0,150.73,9662.78,3,0
CUST-00112,0,1,0,9,1,0,0,0,0,0,0,0,0,0,1,0,31.62,275.92,1,0
CUST-00113,0,1,1,58,1,0,0,0,0,0,0,0,0,1,0,0,41.54,2381.63,2,0
CUST-00114,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,3,32.67,850.34,2,0
CUST-00115,1,1,0,59,1,0,2,1,0,1,0,1,0,1,0,0,146.8,8262.9,2,0
CUST-00116,0,1,1,72,1,0,1,0,1,0,1,0,0,2,1,2,93.73,6526.19,3,0
CUST-00117,0,1,0,64,1,1,1,0,0,0,1,0,0,0,1,0,97.03,6189.7,1,0
CUST-00118,0,0,0,66,1,1,1,0,1,1,0,0,1,2,1,0,121.35,7928.03,1,0
CUST-00119,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,36.97,326.75,2,1
CUST-00120,0,1,0,24,1,1,0,0,0,0,0,0,0,0,1,1,40.47,959.17,2,0
CUST-00121,0,0,0,22,1,1,2,0,0,1,0,0,0,0,1,1,112.1,2442.74,5,1
CUST-00122,0,0,0,37,1,1,2,0,1,0,0,0,0,2,1,2,107.88,4163.39,3,0
CUST-00123,0,1,0,71,1,0,2,1,1,0,0,0,0,1,1,0,134.81,9548.22,3,0
CUST-00124,0,1,0,50,0,0,1,0,1,0,0,1,1,2,1,0,71.8,3541.56,0,0
CUST-00125,0,0,0,40,1,0,1,0,0,0,1,0,1,1,1,3,67.84,2583.45,0,0
CUST-00126,0,0,0,58,1,0,2,0,0,1,0,0,0,0,1,0,97.64,5923.67,3,1
CUST-00127,0,0,1,13,1,1,0,0,0,0,0,0,0,2,1,3,60.88,763.72,5,0
CUST-00128,0,1,0,48,1,1,2,0,0,0,0,1,0,2,1,2,106.42,4930.34,2,0
CUST-00129,0,1,0,37,1,0,1,0,0,0,0,1,0,2,1,0,89.8,3446.57,4,0
CUST-00130,0,0,1,15,1,1,1,1,0,0,0,0,0,1,1,0,100.3,1492.69,2,0
CUST-00131,1,0,0,47,1,1,0,0,0,0,0,0,0,2,0,1,62.44,2873.53,1,0
CUST-00132,0,0,0,61,1,1,2,0,0,0,0,1,0,0,1,2,114.72,6850.68,2,0
CUST-00133,0,0,1,60,1,1,2,0,1,0,0,0,0,2,1,3,130.13,7627.48,4,0
CUST-00134,0,1,0,61,1,0,0,0,0,0,0,0,0,2,1,0,32.38,1935.0,3,0
CUST-00135,0,0,0,59,1,0,0,0,0,0,0,0,0,1,1,3,39.78,2299.4,1,0
CUST-00136,1,0,1,34,1,1,2,0,1,1,0,1,1,0,1,0,147.3,5009.51,4,0
CUST-00137,0,0,0,4,1,0,2,0,0,0,1,1,0,0,1,0,113.28,443.33,3,1
CUST-00138,0,0,0,70,1,1,1,0,1,0,0,1,0,2,1,1,97.79,6697.61,0,0
CUST-00139,0,1,0,33,1,1,2,0,1,1,1,1,0,2,0,3,159.09,5133.01,2,0
CUST-00140,0,1,0,46,1,1,2,0,0,0,0,0,0,1,0,1,111.31,5046.57,1,0
CUST-00141,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,3,29.79,60.67,3,0
CUST-00142,1,0,0,64,1,1,0,0,0,0,0,0,0,0,1,1,43.25,2889.02,2,0
CUST-00143,0,1,0,64,1,0,0,0,0,0,0,0,0,2,0,3,37.01,2468.43,0,0
CUST-00144,0,0,0,67,1,1,2,0,1,0,0,1,0,0,1,3,114.1,7679.83,2,0
CUST-00145,0,1,1,13,0,0,1,1,0,1,1,0,0,0,0,2,91.23,1161.71,2,1
CUST-00146,0,1,0,61,1,1,2,1,1,0,0,1,0,0,0,2,149.83,9188.59,2,0
CUST-00147,0,0,0,45,0,0,2,0,1,0,0,0,0,0,1,1,91.22,4082.84,5,1
CUST-00148,0,1,0,11,1,0,2,1,1,1,0,0,1,0,1,3,163.01,1828.74,1,0
CUST-00149,0,0,0,42,1,0,0,0,0,0,0,0,0,2,1,1,42.8,1781.25,3,0
CUST-00150,0,1,0,35,1,0,0,0,0,0,0,0,0,0,0,0,46.83,1659.61,0,0
CUST-00151,1,0,1,46,1,1,2,1,0,0,1,1,0,1,1,3,132.86,6220.94,4,0
CUST-00152,0,0,0,7,1,1,1,1,1,0,0,0,1,0,0,2,104.22,751.66,2,1
CUST-00153,0,0,0,41,1,1,2,0,0,0,1,1,0,2,1,1,129.83,5410.51,3,0
CUST-00154,0,0,0,49,1,0,1,0,0,1,1,0,1,0,0,2,95.72,4844.27,1,0
CUST-00155,0,0,0,52,1,0,2,0,1,0,0,0,1,1,0,1,129.65,6884.06,3,0
CUST-00156,0,0,0,56,1,0,2,0,0,1,0,1,0,1,1,1,132.37,7659.23,0,0
CUST-00157,0,1,1,46,1,0,0,0,0,0,0,0,0,0,1,0,34.88,1591.33,2,0
CUST-00158,0,0,0,51,1,1,1,1,0,0,1,1,0,0,1,3,116.54,6109.83,0,1
CUST-00159,0,0,1,7,1,0,2,0,0,1,0,0,0,0,0,2,100.22,730.22,2,0
CUST-00160,0,1,0,58,1,0,1,1,1,1,0,0,0,0,0,3,74.7,4148.71,3,0
CUST-00161,1,1,0,27,1,1,1,0,1,0,0,0,1,0,1,0,102.79,2801.3,0,0
CUST-00162,0,0,0,40,0,0,2,1,0,1,0,0,1,0,0,3,120.52,4623.58,3,0
CUST-00163,0,0,0,40,1,1,2,1,1,1,0,0,1,1,1,1,124.5,4999.25,1,0
CUST-00164,0,1,0,71,0,0,2,1,0,1,1,0,1,0,1,1,122.44,8333.57,2,0
CUST-00165,0,1,1,24,1,0,1,0,1,0,0,0,1,0,0,3,99.01,2412.39,2,0
CUST-00166,0,0,1,28,1,0,1,0,1,1,1,0,1,0,1,2,91.55,2523.01,0,0
CUST-00167,0,1,1,55,1,0,1,0,0,0,1,0,1,0,0,3,76.48,4048.07,3,0
CUST-00168,0,0,1,46,1,1,2,0,0,0,1,0,0,0,1,2,137.8,6500.43,4,1
CUST-00169,1,0,0,23,1,1,2,1,0,0,0,0,0,1,1,0,146.21,3313.64,3,0
CUST-00170,0,1,0,25,1,0,2,0,1,1,0,1,1,1,1,1,160.74,3986.75,4,0
CUST-00171,0,1,0,60,1,1,1,0,0,0,0,0,1,0,1,3,93.07,5524.5,1,0
CUST-00172,0,1,1,61,1,0,2,0,0,1,1,0,0,0,1,1,123.68,7471.54,3,0
CUST-00173,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,2,61.42,666.18,1,0
CUST-00174,0,0,0,29,1,0,0,0,0,0,0,0,0,1,1,0,38.89,1177.26,1,0
CUST-00175,0,0,0,56,1,1,1,1,1,0,0,1,0,0,1,1,119.5,6784.41,3,0
CUST-00176,0,0,0,9,1,1,2,1,0,0,0,1,0,2,1,3,139.18,1225.48,2,0
CUST-00177,1,0,1,14,1,1,0,0,0,0,0,0,0,1,1,3,51.53,742.04,3,0
CUST-00178,1,0,0,12,1,0,1,1,0,0,0,0,0,1,1,0,62.53,715.71,2,0
CUST-00179,0,1,0,39,1,0,2,0,1,0,0,1,0,0,0,0,129.65,4984.2,5,1
CUST-00180,1,1,1,33,1,0,2,0,1,1,1,0,1,2,0,0,136.52,4441.95,5,0
CUST-00181,1,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,18.0,427.92,3,1
CUST-00182,0,0,0,10,1,1,0,0,0,0,0,0,0,0,1,3,62.69,629.25,1,0
CUST-00183,0,1,0,46,1,0,2,0,0,1,1,0,0,2,1,1,139.45,6200.54,4,0
CUST-00184,0,0,0,59,1,0,0,0,0,0,0,0,0,1,1,0,40.93,2492.76,1,0
CUST-00185,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,2,47.82,773.91,1,0
CUST-00186,0,0,0,48,1,0,2,0,1,0,1,0,1,0,1,3,124.4,6229.36,0,0
CUST-00187,0,1,0,58,1,1,2,0,0,1,0,0,1,0,0,1,131.2,7715.2,3,0
CUST-00188,0,1,0,41,1,0,1,0,0,0,1,0,1,2,1,3,99.6,3981.33,3,0
CUST-00189,0,1,0,42,1,1,2,0,0,1,0,1,0,0,0,1,148.87,6031.2,3,1
CUST-00190,1,1,1,13,1,0,2,0,0,0,0,0,1,0,0,0,122.11,1578.35,4,1
CUST-00191,0,1,0,69,1,1,1,1,1,1,0,0,1,0,0,3,115.8,7724.35,0,0
CUST-00192,0,0,0,69,1,0,2,1,0,1,1,1,1,2,0,0,136.67,9866.42,3,0
CUST-00193,0,1,0,52,1,1,2,0,1,1,1,0,1,1,1,3,180.01,9731.16,7,0
CUST-00194,0,1,0,65,1,1,0,0,0,0,0,0,0,0,0,2,36.59,2286.94,1,0
CUST-00195,0,1,1,44,1,0,1,0,0,0,0,0,0,2,1,3,73.66,3377.73,0,0
CUST-00196,0,0,0,48,1,0,1,0,0,0,1,0,0,0,1,0,62.7,3054.52,1,0
CUST-00197,1,0,0,60,1,1,2,1,0,0,0,0,1,2,1,1,140.5,8165.78,3,0
CUST-00198,0,1,0,3,1,1,2,1,1,0,0,0,1,1,1,3,118.11,358.13,2,0
CUST-00199,0,1,1,16,1,0,2,0,0,1,0,0,0,0,0,3,119.19,1854.24,1,0
CUST-00200,0,0,0,15,1,1,1,0,1,1,0,0,0,1,1,3,99.65,1434.34,0,0
CUST-00201,1,0,1,46,1,0,2,0,1,0,0,1,0,2,1,0,104.41,4677.34,3,0
CUST-00202,0,0,0,18,1,0,2,0,1,1,0,0,1,0,1,2,145.62,2584.49,1,1
CUST-00203,0,0,0,29,1,1,1,1,1,1,0,0,0,0,0,1,111.19,3329.13,2,0
CUST-00204,0,0,1,36,1,1,2,1,0,1,1,0,1,2,0,0,158.89,5545.11,3,0
CUST-00205,0,0,0,54,1,0,1,0,1,1,1,1,1,0,0,1,107.02,6018.63,2,0
CUST-00206,0,0,0,38,1,0,1,1,1,1,1,0,0,0,1,2,90.25,3274.88,1,1
CUST-00207,0,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,111.55,217.49,3,1
CUST-00208,0,0,0,50,0,0,2,0,0,1,0,0,1,2,1,0,95.8,4991.81,4,0
CUST-00209,0,0,0,31,1,1,1,1,0,0,1,1,0,1,1,3,116.53,3674.09,0,0
CUST-00210,0,0,0,9,1,1,1,0,0,0,0,0,1,2,0,3,73.15,677.46,2,0
CUST-00211,0,0,0,47,1,0,2,1,0,1,0,0,0,0,0,1,124.36,6064.35,2,0
CUST-00212,0,1,0,20,1,0,1,0,0,0,0,0,0,2,1,3,70.03,1352.67,4,1
CUST-00213,0,1,0,34,1,0,2,0,1,0,0,0,0,0,1,3,130.41,4614.77,0,0
CUST-00214,0,0,1,70,1,0,2,0,0,0,0,0,0,1,0,0,96.37,6979.93,3,0
CUST-00215,0,0,0,18,1,0,0,0,0,0,0,0,0,1,1,2,36.09,661.78,2,1
CUST-00216,0,0,0,64,0,0,2,0,0,0,0,0,0,0,0,3,75.67,5081.4,2,1
CUST-00217,0,0,0,34,1,1,0,0,0,0,0,0,0,1,1,2,59.58,2119.29,0,0
CUST-00218,1,0,0,68,1,1,2,1,1,0,0,1,1,0,1,0,155.24,10384.88,5,0
CUST-00219,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,2,18.0,1153.81,2,0
CUST-00220,0,0,1,60,1,0,1,0,0,0,1,0,0,1,1,2,81.28,4708.01,4,0
CUST-00221,0,1,1,15,1,1,1,0,0,1,0,0,0,0,0,2,112.49,1669.45,2,1
CUST-00222,0,0,0,57,1,0,1,0,0,1,0,0,0,1,1,0,75.71,4424.16,0,0
CUST-00223,1,0,1,27,1,0,2,0,1,1,1,1,1,0,1,0,171.13,4670.83,2,1
CUST-00224,0,0,1,66,1,1,1,0,0,0,1,0,1,0,0,3,98.63,6515.46,3,0
CUST-00225,1,0,1,72,1,1,1,1,1,1,0,0,0,1,1,1,106.39,7369.56,0,0
CUST-00226,0,0,1,45,1,0,2,0,0,0,1,0,0,0,1,3,112.67,5041.66,1,0
CUST-00227,0,0,0,66,1,1,0,0,0,0,0,0,0,2,0,1,50.59,3180.97,0,0
CUST-00228,0,0,0,39,1,0,1,1,0,0,0,0,0,2,1,3,97.02,3749.06,2,0
CUST-00229,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,74.6,219.37,2,1
CUST-00230,0,1,0,63,1,1,2,0,0,0,1,1,0,0,1,3,144.33,9309.13,2,0
CUST-00231,0,1,1,39,1,1,1,0,0,1,1,0,0,0,0,3,119.17,4833.69,5,0
CUST-00232,1,0,0,4,1,1,1,0,0,0,0,1,1,1,1,1,88.52,369.72,1,0
CUST-00233,0,0,0,5,1,0,2,1,1,0,1,1,0,0,1,0,141.46,710.12,0,0
CUST-00234,1,1,1,53,1,0,1,0,1,0,0,0,0,2,0,3,71.95,3897.21,3,0
CUST-00235,0,1,0,67,1,1,2,0,1,1,0,0,1,2,1,2,139.33,9167.7,2,0
CUST-00236,0,0,1,51,1,1,0,0,0,0,0,0,0,0,1,2,50.4,2564.91,1,0
CUST-00237,0,0,0,32,1,1,1,0,0,1,0,0,1,1,1,1,102.28,3320.48,1,0
CUST-00238,0,0,0,23,0,0,1,0,1,1,1,1,1,0,1,3,94.01,2067.12,1,1
CUST-00239,0,1,0,31,1,1,0,0,0,0,0,0,0,0,1,2,42.4,1263.83,1,0
CUST-00240,0,0,0,24,1,1,1,0,0,0,1,0,0,0,1,1,72.11,1714.14,1,0
CUST-00241,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,1,18.0,361.51,2,1
CUST-00242,0,0,0,10,1,0,1,0,0,0,0,1,0,0,0,0,74.25,714.39,0,1
CUST-00243,0,0,0,41,0,0,2,0,1,0,1,1,0,2,0,3,124.16,4991.87,4,0
CUST-00244,0,0,0,16,1,0,2,0,0,1,1,0,0,0,0,3,108.0,1745.76,3,1
CUST-00245,1,1,1,11,1,1,1,0,1,1,0,0,1,1,1,1,110.29,1201.0,3,0
CUST-00246,0,0,0,20,1,1,0,0,0,0,0,0,0,2,1,0,55.93,1173.15,0,0
CUST-00247,0,0,0,58,1,1,2,0,1,1,1,0,0,1,1,0,140.45,7864.35,3,0
CUST-00248,0,0,0,42,1,1,2,0,0,0,0,0,0,0,1,0,142.27,5907.79,0,0
CUST-00249,0,1,1,36,1,1,2,0,0,0,0,0,0,0,1,3,109.49,3882.75,0,0
CUST-00250,0,0,1,43,1,1,2,0,1,1,0,1,0,0,0,2,150.61,6367.13,3,1
CUST-00251,1,0,1,41,1,1,1,0,1,0,0,1,0,0,0,1,94.64,4009.74,0,0
CUST-00252,0,0,1,36,1,0,1,0,0,0,1,0,0,2,1,0,89.67,3119.43,1,0
CUST-00253,0,1,0,61,1,1,2,1,0,0,0,0,1,0,1,0,119.7,7290.22,2,0
CUST-00254,0,1,0,53,1,0,1,0,0,0,0,1,1,0,1,2,71.51,3714.95,3,0
CUST-00255,0,1,0,14,1,1,2,0,1,0,0,1,0,1,1,0,133.27,1811.97,2,1
CUST-00256,0,1,1,59,1,0,2,1,1,1,1,0,0,0,1,1,140.36,7958.38,1,0
CUST-00257,0,0,0,13,1,0,1,1,0,1,0,1,0,2,0,3,100.6,1305.63,5,0
CUST-00258,0,0,0,6,1,0,2,1,0,1,0,1,1,0,1,2,133.15,819.26,4,0
CUST-00259,0,0,1,31,1,1,1,0,0,0,1,0,0,0,1,3,92.82,2764.86,3,0
CUST-00260,0,1,1,29,1,1,2,0,1,0,0,0,1,1,0,0,125.01,3466.09,3,0
CUST-00261,0,1,1,57,1,0,1,1,0,0,1,1,1,0,0,0,110.12,6380.5,0,1
CUST-00262,0,0,0,51,1,0,1,1,0,0,1,0,1,2,0,3,100.67,4878.09,1,0
CUST-00263,0,1,0,5,1,1,2,1,0,0,0,0,1,0,1,3,145.15,711.46,2,1
CUST-00264,1,0,0,36,1,0,2,0,1,1,1,0,0,0,1,2,131.72,4515.32,1,0
